2026-05-23 10:47:14.908644,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:23.149045,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:33.475974,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:42.865097,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:49.337010,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:51.539843,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:47:55.272339,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:48:07.821282,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:48:21.914846,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:48:36.432954,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:48:45.939616,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:48:55.023996,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:49:05.138158,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:49:13.954743,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:49:16.811671,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:49:20.256408,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:49:23.232712,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:49:31.958847,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:49:39.517503,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:49:43.917364,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:49:46.437615,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:01.442533,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:15.068962,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:17.278163,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:23.906725,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:28.044766,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:30.532249,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:32.664129,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:39.157808,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:43.358489,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:49.620906,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:50:51.721117,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
